algorithm_name,run_id,TOTAL_TAGS,BER,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,BER_Percent,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
Baseline (Without Voting),0,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.71,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9644444444444444,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),5,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.71,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),2,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7022222222222222,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),6,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9666666666666667,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7422222222222222,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9733333333333334,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7133333333333334,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9766666666666667,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7366666666666667,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9722222222222222,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7122222222222222,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9688888888888889,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7266666666666667,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9677777777777777,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.72,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9688888888888889,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),13,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9666666666666667,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7622222222222222,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),10,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7455555555555555,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9666666666666667,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),15,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9544444444444444,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7333333333333333,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),12,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7288888888888889,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7233333333333334,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),17,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9722222222222222,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7333333333333333,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9777777777777777,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),19,1000,0.075,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9711111111111111,7.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7255555555555555,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),16,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7422222222222222,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),0,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9588888888888889,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7366666666666667,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),1,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9611111111111111,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),18,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7777777777777778,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.97,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.075,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7333333333333333,7.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9666666666666667,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),0,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7211111111111111,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.97,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7211111111111111,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9666666666666667,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),6,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.96,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7055555555555556,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),3,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6933333333333334,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9677777777777777,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7144444444444444,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7266666666666667,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9777777777777777,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7344444444444445,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9755555555555555,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.73,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9633333333333334,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),12,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9655555555555555,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7466666666666667,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),9,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7255555555555555,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9666666666666667,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),14,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9688888888888889,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7422222222222222,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),11,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7133333333333334,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9744444444444444,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7177777777777777,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9744444444444444,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7222222222222222,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),17,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.97,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7166666666666667,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9611111111111111,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),19,1000,0.08,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9722222222222222,8.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.71,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),16,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7144444444444444,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),0,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9633333333333334,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6955555555555556,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),18,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7211111111111111,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),1,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9677777777777777,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),2,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9611111111111111,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.08,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7144444444444444,8.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9644444444444444,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),4,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9466666666666667,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),0,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7222222222222222,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),1,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7022222222222222,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9644444444444444,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6844444444444444,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),6,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9622222222222222,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6955555555555556,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),4,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6855555555555556,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9544444444444444,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),8,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9577777777777777,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6933333333333334,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9533333333333334,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.69,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9733333333333334,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7188888888888889,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9611111111111111,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6966666666666667,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.95,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7044444444444444,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9633333333333334,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7122222222222222,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9666666666666667,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7233333333333334,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9633333333333334,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.71,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9644444444444444,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7244444444444444,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),17,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9722222222222222,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7155555555555555,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.96,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7166666666666667,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),16,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7022222222222222,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.085,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9622222222222222,8.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),0,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.96,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),1,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9533333333333334,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7011111111111111,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),18,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6988888888888889,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9577777777777777,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.085,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7011111111111111,8.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9533333333333334,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),0,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.69,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9644444444444444,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.7088888888888889,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.09000000000000001,146560.0,0.14656,0.0,16,0,16,0,0.0,0.95,9.000000000000002,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.09000000000000001,281945.0,0.281945,0.0,62,0,62,0,0.0,0.6877777777777778,9.000000000000002,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
