algorithm_name,run_id,TOTAL_TAGS,BER,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,BER_Percent,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
Ours (Voting),6,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9988888888888889,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.9055555555555556,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),3,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8688888888888889,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9944444444444445,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8977777777777778,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),5,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8811111111111111,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),9,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),10,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8788888888888889,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9966666666666667,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8577777777777778,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),8,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8811111111111111,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9944444444444445,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8844444444444445,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8977777777777778,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8833333333333333,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8955555555555555,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9911111111111112,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8911111111111111,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),17,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8877777777777778,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8888888888888888,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.030000000000000002,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,3.0000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8911111111111111,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),0,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8955555555555555,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),18,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.9,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),1,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9944444444444445,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),2,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),3,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9966666666666667,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.030000000000000002,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8955555555555555,3.0000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),0,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8677777777777778,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),5,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.88,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),2,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8488888888888889,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),6,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8811111111111111,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9977777777777778,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8666666666666667,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8466666666666667,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),10,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8644444444444445,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),7,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.88,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9944444444444445,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.86,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8866666666666667,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8488888888888889,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8755555555555555,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9944444444444445,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8566666666666667,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8755555555555555,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),17,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9966666666666667,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8855555555555555,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8677777777777778,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),16,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8633333333333333,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.035,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,3.5000000000000004,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),0,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),1,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9911111111111112,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.9011111111111111,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),18,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.86,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9944444444444445,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),3,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9944444444444445,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.035,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8666666666666667,3.5000000000000004,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),0,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8355555555555556,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8233333333333334,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9877777777777778,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8633333333333333,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),6,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),3,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8333333333333334,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),7,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),4,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.85,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),8,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.99,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),5,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8366666666666667,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),9,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),6,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8533333333333334,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),10,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9911111111111112,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),7,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8644444444444445,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),11,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9955555555555555,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),8,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8588888888888889,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),12,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9877777777777778,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),9,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.84,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),13,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),10,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.85,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),14,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9933333333333333,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),11,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8333333333333334,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),15,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9911111111111112,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),12,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8355555555555556,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),16,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9866666666666667,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),13,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.84,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),17,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9844444444444445,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),14,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.85,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),18,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9888888888888889,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),15,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8433333333333334,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),19,1000,0.04,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9888888888888889,4.0,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Ours (Voting),0,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9944444444444445,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),16,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8677777777777778,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),1,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.99,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),17,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8411111111111111,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Baseline (Without Voting),18,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8466666666666667,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),2,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9877777777777778,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),19,1000,0.04,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8544444444444445,4.0,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),3,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9911111111111112,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),0,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8311111111111111,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),4,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9922222222222222,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),1,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8155555555555556,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
Ours (Voting),5,1000,0.045,146560.0,0.14656,0.0,16,0,16,0,0.0,0.9877777777777778,4.5,146.56,0.14656,0.14656,62.5,146.56,2.7292576419213974,6823.144104803494,0.021479833599999998,1.0
Baseline (Without Voting),2,1000,0.045,281945.0,0.281945,0.0,62,0,62,0,0.0,0.8411111111111111,4.5,281.945,0.281945,0.281945,16.129032258064516,281.945,1.4187164163223325,3546.791040805831,0.079492983025,1.0
