algorithm_name,run_id,TOTAL_TAGS,BER,Tolerance,total_time_us,total_reader_energy_j,total_tag_energy_j,total_slots,success_slots,collision_slots,idle_slots,phy_efficiency,Recall,Goodput,System_Throughput,Tolerance_Threshold,total_time_ms,total_time_s,total_energy_j,verification_concurrency,energy_per_tag_uj,time_efficiency_index,throughput,edp,collision_rate
LODS (eps=0.45),3,1000,0.06,0.45,186075.0,0.18607500000000005,0.0,30,0,30,0,0.0,0.978,2627.9725916968964,5374.177079134758,0.45,186.075,0.186075,0.18607500000000005,33.333333333333336,186.07500000000005,2.149670831653903,5374.177079134758,0.03462390562500001,1.0
LODS (eps=0.45),6,1000,0.06,0.45,175780.0,0.17578000000000008,0.0,28,0,28,0,0.0,0.972,2764.8196609398115,5688.929343497554,0.45,175.78,0.17578,0.17578000000000008,35.714285714285715,175.7800000000001,2.2755717373990216,5688.929343497554,0.030898608400000013,1.0
LODS (eps=0.45),4,1000,0.06,0.45,190610.0,0.19061000000000006,0.0,31,0,31,0,0.0,0.978,2565.44777293951,5246.314464088978,0.45,190.61,0.19061,0.19061000000000006,32.25806451612903,190.61000000000007,2.098525785635591,5246.314464088978,0.03633217210000001,1.0
LODS (eps=0.45),5,1000,0.06,0.45,163412.5,0.16341250000000002,0.0,25,0,25,0,0.0,0.954,2918.9933450623425,6119.4829036946385,0.45,163.4125,0.1634125,0.16341250000000002,40.0,163.41250000000002,2.4477931614778554,6119.4829036946385,0.02670364515625,1.0
LODS (eps=0.45),7,1000,0.06,0.45,181540.0,0.18154000000000006,0.0,29,0,29,0,0.0,0.962,2649.5538173405307,5508.427894678858,0.45,181.54,0.18154,0.18154000000000006,34.48275862068966,181.54000000000005,2.2033711578715436,5508.427894678858,0.03295677160000001,1.0
LODS (eps=0.45),8,1000,0.06,0.45,154355.0,0.15435500000000002,0.0,23,0,23,0,0.0,0.944,3057.8860419163616,6478.572122704157,0.45,154.355,0.154355,0.15435500000000002,43.47826086956522,154.35500000000002,2.5914288490816624,6478.572122704157,0.023825466025000002,1.0
LODS (eps=0.45),9,1000,0.06,0.45,172045.0,0.1720450000000001,0.0,27,0,27,0,0.0,0.97,2819.0299049667237,5812.432793745822,0.45,172.045,0.172045,0.1720450000000001,37.03703703703704,172.0450000000001,2.3249731174983292,5812.432793745822,0.029599482025000016,1.0
LODS (eps=0.50),1,1000,0.06,0.5,151382.5,0.15138250000000003,0.0,22,0,22,0,0.0,0.934,3084.900830677258,6605.783363334599,0.5,151.3825,0.1513825,0.15138250000000003,45.45454545454545,151.38250000000002,2.64231334533384,6605.783363334599,0.022916661306250006,1.0
LODS (eps=0.50),0,1000,0.06,0.5,165922.5,0.16592250000000006,0.0,26,0,26,0,0.0,0.97,2923.051424610888,6026.910153836881,0.5,165.9225,0.1659225,0.16592250000000006,38.46153846153846,165.92250000000007,2.4107640615347523,6026.910153836881,0.02753027600625001,1.0
LODS (eps=0.50),2,1000,0.06,0.5,153917.5,0.15391750000000007,0.0,23,0,23,0,0.0,0.962,3125.050757711111,6496.987022268422,0.5,153.9175,0.1539175,0.15391750000000007,43.47826086956522,153.91750000000005,2.5987948089073694,6496.987022268422,0.023690596806250012,1.0
LODS (eps=0.50),5,1000,0.06,0.5,161812.5,0.16181250000000005,0.0,25,0,25,0,0.0,0.958,2960.2162997296255,6179.992275009657,0.5,161.8125,0.1618125,0.16181250000000005,40.0,161.81250000000006,2.4719969100038623,6179.992275009657,0.02618328515625001,1.0
LODS (eps=0.50),3,1000,0.06,0.5,161812.5,0.16181250000000003,0.0,25,0,25,0,0.0,0.964,2978.7562765546545,6179.992275009657,0.5,161.8125,0.1618125,0.16181250000000003,40.0,161.81250000000003,2.4719969100038623,6179.992275009657,0.026183285156250003,1.0
LODS (eps=0.50),6,1000,0.06,0.5,151407.5,0.15140750000000003,0.0,22,0,22,0,0.0,0.97,3203.275927546522,6604.69263411654,0.5,151.4075,0.1514075,0.15140750000000003,45.45454545454545,151.40750000000003,2.641877053646616,6604.69263411654,0.022924231056250004,1.0
LODS (eps=0.50),7,1000,0.06,0.5,163412.5,0.16341250000000004,0.0,25,0,25,0,0.0,0.96,2937.3517937734264,6119.4829036946385,0.5,163.4125,0.1634125,0.16341250000000004,40.0,163.41250000000005,2.4477931614778554,6119.4829036946385,0.026703645156250004,1.0
LODS (eps=0.50),4,1000,0.06,0.5,176580.0,0.17658000000000007,0.0,28,0,28,0,0.0,0.986,2791.9356665534037,5663.155510250312,0.5,176.58,0.17658,0.17658000000000007,35.714285714285715,176.58000000000007,2.2652622041001242,5663.155510250312,0.03118049640000001,1.0
LODS (eps=0.50),9,1000,0.06,0.5,148220.0,0.14822000000000005,0.0,22,0,22,0,0.0,0.952,3211.4424504115505,6746.727836999056,0.5,148.22,0.14822,0.14822000000000005,45.45454545454545,148.22000000000006,2.6986911347996223,6746.727836999056,0.021969168400000006,1.0
LODS (eps=0.50),8,1000,0.06,0.5,163400.0,0.16340000000000005,0.0,25,0,25,0,0.0,0.956,2925.336597307222,6119.951040391677,0.5,163.4,0.1634,0.16340000000000005,40.0,163.40000000000006,2.4479804161566707,6119.951040391677,0.026699560000000004,1.0
LODS (eps=0.55),0,1000,0.06,0.55,156852.5,0.15685250000000006,0.0,24,0,24,0,0.0,0.954,3041.073620120814,6375.416394383258,0.55,156.8525,0.1568525,0.15685250000000006,41.666666666666664,156.85250000000005,2.5501665577533035,6375.416394383258,0.02460270675625001,1.0
LODS (eps=0.55),1,1000,0.06,0.55,121132.5,0.12113250000000002,0.0,17,0,17,0,0.0,0.918,3789.239056405176,8255.422780839164,0.55,121.1325,0.1211325,0.12113250000000002,58.8235294117647,121.13250000000002,3.302169112335666,8255.422780839164,0.014673082556250003,1.0
LODS (eps=0.55),3,1000,0.06,0.55,150982.5,0.15098250000000005,0.0,22,0,22,0,0.0,0.956,3165.9298263043734,6623.284155448479,0.55,150.9825,0.1509825,0.15098250000000005,45.45454545454545,150.98250000000004,2.649313662179392,6623.284155448479,0.022795715306250006,1.0
LODS (eps=0.55),2,1000,0.06,0.55,156852.5,0.15685250000000003,0.0,24,0,24,0,0.0,0.964,3072.9507020927304,6375.416394383258,0.55,156.8525,0.1568525,0.15685250000000003,41.666666666666664,156.85250000000002,2.5501665577533035,6375.416394383258,0.024602706756250006,1.0
LODS (eps=0.55),5,1000,0.06,0.55,133027.5,0.1330275,0.0,19,0,19,0,0.0,0.936,3518.069572080961,7517.242675386668,0.55,133.0275,0.1330275,0.1330275,52.63157894736842,133.0275,3.0068970701546673,7517.242675386668,0.017696315756249997,1.0
LODS (eps=0.55),6,1000,0.06,0.55,116597.5,0.11659750000000002,0.0,16,0,16,0,0.0,0.932,3996.655159844765,8576.513218550997,0.55,116.5975,0.1165975,0.11659750000000002,62.5,116.59750000000001,3.4306052874203994,8576.513218550997,0.013594977006250003,1.0
LODS (eps=0.55),4,1000,0.06,0.55,134202.5,0.13420250000000003,0.0,19,0,19,0,0.0,0.926,3450.010245710773,7451.426016653937,0.55,134.2025,0.1342025,0.13420250000000003,52.63157894736842,134.20250000000004,2.9805704066615752,7451.426016653937,0.018010311006250005,1.0
LODS (eps=0.55),7,1000,0.06,0.55,122370.0,0.12237,0.0,17,0,17,0,0.0,0.926,3783.6070932418074,8171.937566396992,0.55,122.37,0.12237,0.12237,58.8235294117647,122.37,3.268775026558797,8171.937566396992,0.014974416900000002,1.0
LODS (eps=0.55),8,1000,0.06,0.55,133027.5,0.1330275,0.0,19,0,19,0,0.0,0.928,3488.000601379414,7517.242675386668,0.55,133.0275,0.1330275,0.1330275,52.63157894736842,133.0275,3.0068970701546673,7517.242675386668,0.017696315756249997,1.0
LODS (eps=0.60),0,1000,0.06,0.6,112875.0,0.11287500000000002,0.0,15,0,15,0,0.0,0.926,4101.88261351052,8859.357696566998,0.6,112.875,0.112875,0.11287500000000002,66.66666666666667,112.87500000000001,3.5437430786267994,8859.357696566998,0.012740765625000003,1.0
LODS (eps=0.60),2,1000,0.06,0.6,100630.0,0.10063000000000001,0.0,13,0,13,0,0.0,0.918,4561.264036569612,9937.394415184339,0.6,100.63,0.10063,0.10063000000000001,76.92307692307692,100.63000000000001,3.974957766073736,9937.394415184339,0.010126396900000001,1.0
LODS (eps=0.55),9,1000,0.06,0.55,143247.5,0.14324750000000003,0.0,21,0,21,0,0.0,0.948,3308.958271523063,6980.924623466378,0.55,143.2475,0.1432475,0.14324750000000003,47.61904761904762,143.24750000000003,2.792369849386551,6980.924623466378,0.020519846256250005,1.0
LODS (eps=0.60),1,1000,0.06,0.6,96082.5,0.09608250000000002,0.0,12,0,12,0,0.0,0.896,4662.659693492571,10407.722530117348,0.6,96.0825,0.0960825,0.09608250000000002,83.33333333333333,96.08250000000001,4.163089012046939,10407.722530117348,0.009231846806250001,1.0
LODS (eps=0.60),3,1000,0.06,0.6,96082.5,0.09608250000000002,0.0,12,0,12,0,0.0,0.918,4777.144641323862,10407.722530117348,0.6,96.0825,0.0960825,0.09608250000000002,83.33333333333333,96.08250000000001,4.163089012046939,10407.722530117348,0.009231846806250001,1.0
LODS (eps=0.60),4,1000,0.06,0.6,83837.5,0.0838375,0.0,10,0,10,0,0.0,0.906,5403.309974653347,11927.836588638736,0.6,83.8375,0.0838375,0.0838375,100.0,83.8375,4.7711346354554935,11927.836588638736,0.007028726406249999,1.0
LODS (eps=0.60),7,1000,0.06,0.6,93695.0,0.09369499999999999,0.0,12,0,12,0,0.0,0.926,4941.565718554885,10672.928117829126,0.6,93.695,0.093695,0.09369499999999999,83.33333333333333,93.69499999999998,4.269171247131651,10672.928117829126,0.008778753024999999,1.0
LODS (eps=0.60),5,1000,0.06,0.6,100617.5,0.10061750000000001,0.0,13,0,13,0,0.0,0.928,4611.523840286232,9938.628966134122,0.6,100.6175,0.1006175,0.10061750000000001,76.92307692307692,100.61750000000002,3.9754515864536484,9938.628966134122,0.01012388130625,1.0
LODS (eps=0.60),6,1000,0.06,0.6,85425.0,0.08542500000000001,0.0,10,0,10,0,0.0,0.904,5291.191103306995,11706.175007316358,0.6,85.425,0.085425,0.08542500000000001,100.0,85.42500000000001,4.682470002926544,11706.175007316358,0.007297430625000001,1.0
LODS (eps=0.60),8,1000,0.06,0.6,93695.0,0.09369499999999999,0.0,12,0,12,0,0.0,0.916,4888.20107796574,10672.928117829126,0.6,93.695,0.093695,0.09369499999999999,83.33333333333333,93.69499999999998,4.269171247131651,10672.928117829126,0.008778753024999999,1.0
LODS (eps=0.60),9,1000,0.06,0.6,115810.0,0.11581000000000001,0.0,16,0,16,0,0.0,0.918,3963.388308436232,8634.832915983076,0.6,115.81,0.11581,0.11581000000000001,62.5,115.81000000000002,3.45393316639323,8634.832915983076,0.0134119561,1.0
